our_number,dedup_group_id,dedup_rank,is_canonical_stage2,is_exact_duplicate_stage2,is_conflict_version_stage2,quality_score,drop_reason
25-11-40686-000011-5,SINGLE|25-11-40686-000011-5,1,1,0,0,0,kept_canonical
25-11-40686-000012-8,SINGLE|25-11-40686-000012-8,1,1,0,0,0,kept_canonical
25-11-40686-000013-1,SINGLE|25-11-40686-000013-1,1,1,0,0,0,kept_canonical
25-11-40686-000014-4,SINGLE|25-11-40686-000014-4,1,1,0,0,0,kept_canonical
25-11-40686-000015-3,SINGLE|25-11-40686-000015-3,1,1,0,0,0,kept_canonical
25-11-40686-000016-6,SINGLE|25-11-40686-000016-6,1,1,0,0,0,kept_canonical
25-11-40686-000017-7,SINGLE|25-11-40686-000017-7,1,1,0,0,0,kept_canonical
25-11-40686-000018-9,SINGLE|25-11-40686-000018-9,1,1,0,0,0,kept_canonical
25-11-40686-000019-0,SINGLE|25-11-40686-000019-0,1,1,0,0,0,kept_canonical
25-11-40686-000020-6,SINGLE|25-11-40686-000020-6,1,1,0,0,0,kept_canonical
25-11-40686-000021-1,SINGLE|25-11-40686-000021-1,1,1,0,0,0,kept_canonical
25-11-40686-000023-3,SINGLE|25-11-40686-000023-3,1,1,0,0,0,kept_canonical
25-11-40686-000024-0,SINGLE|25-11-40686-000024-0,1,1,0,0,0,kept_canonical
25-11-40687-000001-8,SINGLE|25-11-40687-000001-8,1,1,0,0,0,kept_canonical
25-11-40687-000002-6,SINGLE|25-11-40687-000002-6,1,1,0,0,0,kept_canonical
25-11-40687-000003-9,SINGLE|25-11-40687-000003-9,1,1,0,0,0,kept_canonical
25-11-40687-000004-7,SINGLE|25-11-40687-000004-7,1,1,0,0,0,kept_canonical
25-11-40687-000005-2,SINGLE|25-11-40687-000005-2,1,1,0,0,0,kept_canonical
25-11-40687-000006-0,SINGLE|25-11-40687-000006-0,1,1,0,0,0,kept_canonical
25-11-40687-000007-1,SINGLE|25-11-40687-000007-1,1,1,0,0,0,kept_canonical
25-11-40687-000008-3,SINGLE|25-11-40687-000008-3,1,1,0,0,0,kept_canonical
25-11-40687-000009-4,SINGLE|25-11-40687-000009-4,1,1,0,0,0,kept_canonical
25-11-40687-000010-7,SINGLE|25-11-40687-000010-7,1,1,0,0,0,kept_canonical
25-11-40687-000011-0,SINGLE|25-11-40687-000011-0,1,1,0,0,0,kept_canonical
25-11-40687-000012-9,SINGLE|25-11-40687-000012-9,1,1,0,0,0,kept_canonical
25-11-40687-000013-2,SINGLE|25-11-40687-000013-2,1,1,0,0,0,kept_canonical
25-11-40687-000014-1,SINGLE|25-11-40687-000014-1,1,1,0,0,1,kept_canonical
25-11-40687-000015-5,SINGLE|25-11-40687-000015-5,1,1,0,0,0,kept_canonical
25-11-40687-000016-4,SINGLE|25-11-40687-000016-4,1,1,0,0,0,kept_canonical
25-11-40687-000017-8,SINGLE|25-11-40687-000017-8,1,1,0,0,0,kept_canonical
25-11-40687-000018-6,SINGLE|25-11-40687-000018-6,1,1,0,0,0,kept_canonical
25-11-40687-000019-3,SINGLE|25-11-40687-000019-3,1,1,0,0,0,kept_canonical
25-11-40687-000020-4,SINGLE|25-11-40687-000020-4,1,1,0,0,1,kept_canonical
25-11-40687-000021-2,SINGLE|25-11-40687-000021-2,1,1,0,0,0,kept_canonical
25-11-40688-000001-7,SINGLE|25-11-40688-000001-7,1,1,0,0,0,kept_canonical
25-11-40688-000003-0,SINGLE|25-11-40688-000003-0,1,1,0,0,0,kept_canonical
25-11-40688-000004-9,SINGLE|25-11-40688-000004-9,1,1,0,0,0,kept_canonical
25-11-40688-000006-3,SINGLE|25-11-40688-000006-3,1,1,0,0,0,kept_canonical
25-11-40688-000009-6,SINGLE|25-11-40688-000009-6,1,1,0,0,0,kept_canonical
25-11-40688-000010-5,SINGLE|25-11-40688-000010-5,1,1,0,0,0,kept_canonical
25-11-40688-000011-8,SINGLE|25-11-40688-000011-8,1,1,0,0,0,kept_canonical
25-11-40688-000012-6,SINGLE|25-11-40688-000012-6,1,1,0,0,0,kept_canonical
25-11-40688-000014-7,SINGLE|25-11-40688-000014-7,1,1,0,0,0,kept_canonical
25-11-40688-000016-0,SINGLE|25-11-40688-000016-0,1,1,0,0,0,kept_canonical
25-11-40692-000001-1,SINGLE|25-11-40692-000001-1,1,1,0,0,0,kept_canonical
25-11-40692-000010-4,SINGLE|25-11-40692-000010-4,1,1,0,0,0,kept_canonical
25-11-40692-000011-2,SINGLE|25-11-40692-000011-2,1,1,0,0,0,kept_canonical
25-11-40692-000012-0,SINGLE|25-11-40692-000012-0,1,1,0,0,0,kept_canonical
25-11-40692-000013-6,SINGLE|25-11-40692-000013-6,1,1,0,0,0,kept_canonical
25-11-40692-000014-8,SINGLE|25-11-40692-000014-8,1,1,0,0,0,kept_canonical
25-11-40692-000015-7,SINGLE|25-11-40692-000015-7,1,1,0,0,0,kept_canonical
25-11-40692-000016-1,SINGLE|25-11-40692-000016-1,1,1,0,0,0,kept_canonical
25-11-40692-000017-3,SINGLE|25-11-40692-000017-3,1,1,0,0,0,kept_canonical
25-11-40692-000023-7,SINGLE|25-11-40692-000023-7,1,1,0,0,0,kept_canonical
25-11-40692-000024-5,SINGLE|25-11-40692-000024-5,1,1,0,0,0,kept_canonical
25-11-40692-000025-9,SINGLE|25-11-40692-000025-9,1,1,0,0,0,kept_canonical
25-11-40692-000026-8,SINGLE|25-11-40692-000026-8,1,1,0,0,0,kept_canonical
25-11-40692-000028-4,SINGLE|25-11-40692-000028-4,1,1,0,0,0,kept_canonical
25-11-40692-000029-2,SINGLE|25-11-40692-000029-2,1,1,0,0,0,kept_canonical
25-11-40692-000030-5,SINGLE|25-11-40692-000030-5,1,1,0,0,0,kept_canonical
25-11-40692-000031-8,SINGLE|25-11-40692-000031-8,1,1,0,0,0,kept_canonical
25-11-40692-000032-6,SINGLE|25-11-40692-000032-6,1,1,0,0,0,kept_canonical
25-11-40692-000033-9,SINGLE|25-11-40692-000033-9,1,1,0,0,0,kept_canonical
25-11-40692-000034-7,SINGLE|25-11-40692-000034-7,1,1,0,0,0,kept_canonical
25-11-40692-000036-0,SINGLE|25-11-40692-000036-0,1,1,0,0,1,kept_canonical
25-11-40692-000037-1,SINGLE|25-11-40692-000037-1,1,1,0,0,0,kept_canonical
25-11-40692-000038-3,SINGLE|25-11-40692-000038-3,1,1,0,0,0,kept_canonical
25-11-40692-000039-4,SINGLE|25-11-40692-000039-4,1,1,0,0,0,kept_canonical
25-11-40692-000040-9,SINGLE|25-11-40692-000040-9,1,1,0,0,0,kept_canonical
25-11-40692-000041-4,SINGLE|25-11-40692-000041-4,1,1,0,0,0,kept_canonical
25-11-40692-000042-3,SINGLE|25-11-40692-000042-3,1,1,0,0,0,kept_canonical
25-11-40692-000043-8,SINGLE|25-11-40692-000043-8,1,1,0,0,0,kept_canonical
25-11-40692-000044-6,SINGLE|25-11-40692-000044-6,1,1,0,0,0,kept_canonical
25-11-40692-000045-1,SINGLE|25-11-40692-000045-1,1,1,0,0,0,kept_canonical
25-11-40692-000046-7,SINGLE|25-11-40692-000046-7,1,1,0,0,0,kept_canonical
25-11-40692-000047-2,SINGLE|25-11-40692-000047-2,1,1,0,0,0,kept_canonical
25-11-40692-000048-0,SINGLE|25-11-40692-000048-0,1,1,0,0,0,kept_canonical
25-11-40692-000049-5,SINGLE|25-11-40692-000049-5,1,1,0,0,0,kept_canonical
25-11-40692-000050-8,SINGLE|25-11-40692-000050-8,1,1,0,0,0,kept_canonical
25-11-40692-000051-9,SINGLE|25-11-40692-000051-9,1,1,0,0,0,kept_canonical
25-11-40692-000052-4,SINGLE|25-11-40692-000052-4,1,1,0,0,0,kept_canonical
25-11-40692-000053-5,SINGLE|25-11-40692-000053-5,1,1,0,0,0,kept_canonical
25-11-40692-000054-3,SINGLE|25-11-40692-000054-3,1,1,0,0,0,kept_canonical
25-11-40692-000055-6,SINGLE|25-11-40692-000055-6,1,1,0,0,0,kept_canonical
25-11-40692-000056-2,SINGLE|25-11-40692-000056-2,1,1,0,0,0,kept_canonical
25-11-40692-000057-0,SINGLE|25-11-40692-000057-0,1,1,0,0,0,kept_canonical
25-11-40692-000058-1,SINGLE|25-11-40692-000058-1,1,1,0,0,0,kept_canonical
25-11-40692-000059-7,SINGLE|25-11-40692-000059-7,1,1,0,0,0,kept_canonical
25-11-40692-000060-7,SINGLE|25-11-40692-000060-7,1,1,0,0,0,kept_canonical
25-11-40692-000061-0,SINGLE|25-11-40692-000061-0,1,1,0,0,0,kept_canonical
25-11-40692-000062-9,SINGLE|25-11-40692-000062-9,1,1,0,0,0,kept_canonical
25-11-40692-000063-2,SINGLE|25-11-40692-000063-2,1,1,0,0,0,kept_canonical
25-11-40692-000064-1,SINGLE|25-11-40692-000064-1,1,1,0,0,0,kept_canonical
25-11-40692-000065-5,SINGLE|25-11-40692-000065-5,1,1,0,0,0,kept_canonical
25-11-40692-000066-4,SINGLE|25-11-40692-000066-4,1,1,0,0,0,kept_canonical
25-11-40692-000067-8,SINGLE|25-11-40692-000067-8,1,1,0,0,0,kept_canonical
25-11-40692-000068-6,SINGLE|25-11-40692-000068-6,1,1,0,0,0,kept_canonical
25-11-40692-000069-3,SINGLE|25-11-40692-000069-3,1,1,0,0,0,kept_canonical
25-11-40692-000070-1,SINGLE|25-11-40692-000070-1,1,1,0,0,0,kept_canonical
25-11-40692-000071-7,SINGLE|25-11-40692-000071-7,1,1,0,0,0,kept_canonical
25-11-40693-000001-8,SINGLE|25-11-40693-000001-8,1,1,0,0,0,kept_canonical
25-11-40693-000002-6,SINGLE|25-11-40693-000002-6,1,1,0,0,0,kept_canonical
25-11-40693-000003-9,SINGLE|25-11-40693-000003-9,1,1,0,0,0,kept_canonical
25-11-40693-000004-7,SINGLE|25-11-40693-000004-7,1,1,0,0,0,kept_canonical
25-11-40693-000005-2,SINGLE|25-11-40693-000005-2,1,1,0,0,0,kept_canonical
25-11-40693-000006-0,SINGLE|25-11-40693-000006-0,1,1,0,0,0,kept_canonical
25-11-40693-000007-1,SINGLE|25-11-40693-000007-1,1,1,0,0,0,kept_canonical
25-11-40693-000008-3,SINGLE|25-11-40693-000008-3,1,1,0,0,0,kept_canonical
25-11-40693-000009-4,SINGLE|25-11-40693-000009-4,1,1,0,0,0,kept_canonical
25-11-40693-000010-7,SINGLE|25-11-40693-000010-7,1,1,0,0,0,kept_canonical
25-11-40693-000011-0,SINGLE|25-11-40693-000011-0,1,1,0,0,0,kept_canonical
25-11-40693-000012-9,SINGLE|25-11-40693-000012-9,1,1,0,0,0,kept_canonical
25-11-40693-000013-2,SINGLE|25-11-40693-000013-2,1,1,0,0,0,kept_canonical
25-11-40693-000014-1,SINGLE|25-11-40693-000014-1,1,1,0,0,0,kept_canonical
25-11-40693-000015-5,SINGLE|25-11-40693-000015-5,1,1,0,0,0,kept_canonical
25-11-40693-000016-4,SINGLE|25-11-40693-000016-4,1,1,0,0,0,kept_canonical
25-11-40693-000017-8,SINGLE|25-11-40693-000017-8,1,1,0,0,0,kept_canonical
25-11-40693-000018-6,SINGLE|25-11-40693-000018-6,1,1,0,0,0,kept_canonical
25-11-40693-000019-3,SINGLE|25-11-40693-000019-3,1,1,0,0,1,kept_canonical
25-11-40693-000020-4,SINGLE|25-11-40693-000020-4,1,1,0,0,0,kept_canonical
25-11-40693-000021-2,SINGLE|25-11-40693-000021-2,1,1,0,0,1,kept_canonical
25-11-40693-000022-0,SINGLE|25-11-40693-000022-0,1,1,0,0,0,kept_canonical
25-11-40693-000023-6,SINGLE|25-11-40693-000023-6,1,1,0,0,0,kept_canonical
25-11-40693-000024-8,SINGLE|25-11-40693-000024-8,1,1,0,0,0,kept_canonical
25-11-40693-000025-7,SINGLE|25-11-40693-000025-7,1,1,0,0,0,kept_canonical
25-11-40693-000026-1,SINGLE|25-11-40693-000026-1,1,1,0,0,0,kept_canonical
25-11-40693-000027-3,SINGLE|25-11-40693-000027-3,1,1,0,0,0,kept_canonical
25-11-40693-000028-5,SINGLE|25-11-40693-000028-5,1,1,0,0,0,kept_canonical
25-11-40693-000029-9,SINGLE|25-11-40693-000029-9,1,1,0,0,0,kept_canonical
25-11-40693-000030-1,SINGLE|25-11-40693-000030-1,1,1,0,0,1,kept_canonical
25-11-40693-000031-7,SINGLE|25-11-40693-000031-7,1,1,0,0,1,kept_canonical
25-11-40693-000032-5,SINGLE|25-11-40693-000032-5,1,1,0,0,0,kept_canonical
25-11-40693-000033-0,SINGLE|25-11-40693-000033-0,1,1,0,0,0,kept_canonical
25-11-40693-000034-9,SINGLE|25-11-40693-000034-9,1,1,0,0,0,kept_canonical
25-11-40693-000035-8,SINGLE|25-11-40693-000035-8,1,1,0,0,0,kept_canonical
25-11-40693-000036-3,SINGLE|25-11-40693-000036-3,1,1,0,0,0,kept_canonical
25-11-40693-000037-4,SINGLE|25-11-40693-000037-4,1,1,0,0,0,kept_canonical
25-11-40693-000038-2,SINGLE|25-11-40693-000038-2,1,1,0,0,1,kept_canonical
25-11-40693-000039-6,SINGLE|25-11-40693-000039-6,1,1,0,0,1,kept_canonical
25-11-40693-000040-0,SINGLE|25-11-40693-000040-0,1,1,0,0,1,kept_canonical
25-11-40693-000041-3,SINGLE|25-11-40693-000041-3,1,1,0,0,0,kept_canonical
25-11-40693-000042-1,SINGLE|25-11-40693-000042-1,1,1,0,0,0,kept_canonical
25-11-40693-000043-7,SINGLE|25-11-40693-000043-7,1,1,0,0,0,kept_canonical
25-11-40693-000044-5,SINGLE|25-11-40693-000044-5,1,1,0,0,0,kept_canonical
25-11-40693-000045-9,SINGLE|25-11-40693-000045-9,1,1,0,0,0,kept_canonical
25-11-40693-000046-8,SINGLE|25-11-40693-000046-8,1,1,0,0,0,kept_canonical
25-11-40693-000047-6,SINGLE|25-11-40693-000047-6,1,1,0,0,0,kept_canonical
25-11-40693-000048-4,SINGLE|25-11-40693-000048-4,1,1,0,0,0,kept_canonical
25-11-40693-000049-2,SINGLE|25-11-40693-000049-2,1,1,0,0,1,kept_canonical
25-11-40693-000050-6,SINGLE|25-11-40693-000050-6,1,1,0,0,0,kept_canonical
25-11-40693-000051-1,SINGLE|25-11-40693-000051-1,1,1,0,0,0,kept_canonical
25-11-40693-000052-2,SINGLE|25-11-40693-000052-2,1,1,0,0,0,kept_canonical
25-11-40693-000053-3,SINGLE|25-11-40693-000053-3,1,1,0,0,0,kept_canonical
25-11-40693-000054-0,SINGLE|25-11-40693-000054-0,1,1,0,0,0,kept_canonical
25-11-40693-000055-4,SINGLE|25-11-40693-000055-4,1,1,0,0,0,kept_canonical
25-11-40693-000056-5,SINGLE|25-11-40693-000056-5,1,1,0,0,0,kept_canonical
25-11-40693-000057-9,SINGLE|25-11-40693-000057-9,1,1,0,0,0,kept_canonical
25-11-40693-000058-7,SINGLE|25-11-40693-000058-7,1,1,0,0,0,kept_canonical
25-11-40693-000059-8,SINGLE|25-11-40693-000059-8,1,1,0,0,0,kept_canonical
25-11-40693-000060-3,SINGLE|25-11-40693-000060-3,1,1,0,0,0,kept_canonical
25-11-40693-000061-6,SINGLE|25-11-40693-000061-6,1,1,0,0,0,kept_canonical
25-11-40693-000062-7,SINGLE|25-11-40693-000062-7,1,1,0,0,1,kept_canonical
25-11-40693-000063-4,SINGLE|25-11-40693-000063-4,1,1,0,0,0,kept_canonical
25-11-40693-000064-2,SINGLE|25-11-40693-000064-2,1,1,0,0,1,kept_canonical
25-11-40693-000065-0,SINGLE|25-11-40693-000065-0,1,1,0,0,0,kept_canonical
25-11-40693-000066-9,SINGLE|25-11-40693-000066-9,1,1,0,0,0,kept_canonical
25-11-40693-000067-5,SINGLE|25-11-40693-000067-5,1,1,0,0,0,kept_canonical
25-11-40693-000068-8,SINGLE|25-11-40693-000068-8,1,1,0,0,0,kept_canonical
25-11-40693-000069-1,SINGLE|25-11-40693-000069-1,1,1,0,0,0,kept_canonical
25-11-40693-000070-2,SINGLE|25-11-40693-000070-2,1,1,0,0,0,kept_canonical
25-11-40693-000071-5,SINGLE|25-11-40693-000071-5,1,1,0,0,0,kept_canonical
25-11-40693-000072-8,SINGLE|25-11-40693-000072-8,1,1,0,0,0,kept_canonical
25-11-40693-000073-1,SINGLE|25-11-40693-000073-1,1,1,0,0,0,kept_canonical
25-11-40693-000074-4,SINGLE|25-11-40693-000074-4,1,1,0,0,0,kept_canonical
25-11-40693-000075-3,SINGLE|25-11-40693-000075-3,1,1,0,0,0,kept_canonical
25-11-40693-000076-6,SINGLE|25-11-40693-000076-6,1,1,0,0,1,kept_canonical
25-11-40693-000077-7,SINGLE|25-11-40693-000077-7,1,1,0,0,0,kept_canonical
25-11-40693-000078-9,SINGLE|25-11-40693-000078-9,1,1,0,0,0,kept_canonical
25-11-40693-000079-0,SINGLE|25-11-40693-000079-0,1,1,0,0,0,kept_canonical
25-11-40693-000080-8,SINGLE|25-11-40693-000080-8,1,1,0,0,0,kept_canonical
25-11-40693-000081-9,SINGLE|25-11-40693-000081-9,1,1,0,0,0,kept_canonical
25-11-40693-000082-4,SINGLE|25-11-40693-000082-4,1,1,0,0,0,kept_canonical
25-11-40693-000083-5,SINGLE|25-11-40693-000083-5,1,1,0,0,1,kept_canonical
25-11-40693-000084-3,SINGLE|25-11-40693-000084-3,1,1,0,0,0,kept_canonical
25-11-40693-000085-6,SINGLE|25-11-40693-000085-6,1,1,0,0,0,kept_canonical
25-11-40693-000086-2,SINGLE|25-11-40693-000086-2,1,1,0,0,0,kept_canonical
25-11-40693-000087-0,SINGLE|25-11-40693-000087-0,1,1,0,0,0,kept_canonical
25-11-40693-000088-1,SINGLE|25-11-40693-000088-1,1,1,0,0,0,kept_canonical
25-11-40693-000089-7,SINGLE|25-11-40693-000089-7,1,1,0,0,0,kept_canonical
25-11-40693-000090-9,SINGLE|25-11-40693-000090-9,1,1,0,0,0,kept_canonical
25-11-40693-000091-4,SINGLE|25-11-40693-000091-4,1,1,0,0,0,kept_canonical
25-11-40693-000092-3,SINGLE|25-11-40693-000092-3,1,1,0,0,0,kept_canonical
25-11-40694-000001-5,SINGLE|25-11-40694-000001-5,1,1,0,0,0,kept_canonical
25-11-40694-000002-8,SINGLE|25-11-40694-000002-8,1,1,0,0,0,kept_canonical
25-11-40694-000003-1,SINGLE|25-11-40694-000003-1,1,1,0,0,0,kept_canonical
25-11-40694-000004-4,SINGLE|25-11-40694-000004-4,1,1,0,0,0,kept_canonical
25-11-40694-000005-3,SINGLE|25-11-40694-000005-3,1,1,0,0,0,kept_canonical
25-11-40694-000006-6,SINGLE|25-11-40694-000006-6,1,1,0,0,0,kept_canonical
25-11-40694-000007-7,SINGLE|25-11-40694-000007-7,1,1,0,0,0,kept_canonical
25-11-40694-000008-9,SINGLE|25-11-40694-000008-9,1,1,0,0,0,kept_canonical
25-11-40694-000009-0,SINGLE|25-11-40694-000009-0,1,1,0,0,0,kept_canonical
25-11-40694-000010-6,SINGLE|25-11-40694-000010-6,1,1,0,0,0,kept_canonical
25-11-40694-000011-1,SINGLE|25-11-40694-000011-1,1,1,0,0,0,kept_canonical
25-11-40694-000012-2,SINGLE|25-11-40694-000012-2,1,1,0,0,0,kept_canonical
25-11-40694-000013-3,SINGLE|25-11-40694-000013-3,1,1,0,0,0,kept_canonical
25-11-40694-000014-0,SINGLE|25-11-40694-000014-0,1,1,0,0,0,kept_canonical
25-11-40694-000015-4,SINGLE|25-11-40694-000015-4,1,1,0,0,0,kept_canonical
25-11-40694-000016-5,SINGLE|25-11-40694-000016-5,1,1,0,0,0,kept_canonical
25-11-40694-000017-9,SINGLE|25-11-40694-000017-9,1,1,0,0,0,kept_canonical
25-11-40694-000018-7,SINGLE|25-11-40694-000018-7,1,1,0,0,0,kept_canonical
25-11-40694-000019-8,SINGLE|25-11-40694-000019-8,1,1,0,0,0,kept_canonical
25-11-40694-000020-1,SINGLE|25-11-40694-000020-1,1,1,0,0,0,kept_canonical
25-11-40694-000021-7,SINGLE|25-11-40694-000021-7,1,1,0,0,0,kept_canonical
25-11-40694-000022-5,SINGLE|25-11-40694-000022-5,1,1,0,0,0,kept_canonical
25-11-40694-000023-0,SINGLE|25-11-40694-000023-0,1,1,0,0,0,kept_canonical
25-11-40694-000024-9,SINGLE|25-11-40694-000024-9,1,1,0,0,0,kept_canonical
25-11-40694-000025-8,SINGLE|25-11-40694-000025-8,1,1,0,0,0,kept_canonical
25-11-40694-000026-3,SINGLE|25-11-40694-000026-3,1,1,0,0,0,kept_canonical
25-11-40694-000027-4,SINGLE|25-11-40694-000027-4,1,1,0,0,0,kept_canonical
25-11-40694-000028-2,SINGLE|25-11-40694-000028-2,1,1,0,0,0,kept_canonical
25-11-40694-000029-6,SINGLE|25-11-40694-000029-6,1,1,0,0,0,kept_canonical
25-11-40694-000030-9,SINGLE|25-11-40694-000030-9,1,1,0,0,0,kept_canonical
25-11-40694-000031-4,SINGLE|25-11-40694-000031-4,1,1,0,0,0,kept_canonical
25-11-40694-000032-3,SINGLE|25-11-40694-000032-3,1,1,0,0,0,kept_canonical
25-11-40694-000033-8,SINGLE|25-11-40694-000033-8,1,1,0,0,0,kept_canonical
25-11-40696-000001-6,SINGLE|25-11-40696-000001-6,1,1,0,0,0,kept_canonical
25-11-40698-000001-9,SINGLE|25-11-40698-000001-9,1,1,0,0,0,kept_canonical
25-11-40698-000002-4,SINGLE|25-11-40698-000002-4,1,1,0,0,0,kept_canonical
25-11-40698-000003-5,SINGLE|25-11-40698-000003-5,1,1,0,0,0,kept_canonical
25-11-40698-000004-3,SINGLE|25-11-40698-000004-3,1,1,0,0,0,kept_canonical
25-11-40698-000005-6,SINGLE|25-11-40698-000005-6,1,1,0,0,0,kept_canonical
25-11-40698-000006-2,SINGLE|25-11-40698-000006-2,1,1,0,0,0,kept_canonical
25-11-40698-000007-0,SINGLE|25-11-40698-000007-0,1,1,0,0,0,kept_canonical
25-11-40698-000008-1,SINGLE|25-11-40698-000008-1,1,1,0,0,0,kept_canonical
25-11-40698-000009-7,SINGLE|25-11-40698-000009-7,1,1,0,0,0,kept_canonical
25-11-40698-000010-0,SINGLE|25-11-40698-000010-0,1,1,0,0,0,kept_canonical
25-11-40699-000001-0,SINGLE|25-11-40699-000001-0,1,1,0,0,0,kept_canonical
25-11-40700-000001-1,SINGLE|25-11-40700-000001-1,1,1,0,0,0,kept_canonical
25-11-40700-000002-2,SINGLE|25-11-40700-000002-2,1,1,0,0,0,kept_canonical
25-11-40700-000003-3,SINGLE|25-11-40700-000003-3,1,1,0,0,0,kept_canonical
25-11-40700-000004-0,SINGLE|25-11-40700-000004-0,1,1,0,0,0,kept_canonical
25-11-40700-000005-4,SINGLE|25-11-40700-000005-4,1,1,0,0,0,kept_canonical
25-11-40700-000007-9,SINGLE|25-11-40700-000007-9,1,1,0,0,0,kept_canonical
25-11-40700-000008-7,SINGLE|25-11-40700-000008-7,1,1,0,0,0,kept_canonical
25-11-40700-000009-8,SINGLE|25-11-40700-000009-8,1,1,0,0,0,kept_canonical
25-11-40700-000010-4,SINGLE|25-11-40700-000010-4,1,1,0,0,0,kept_canonical
25-11-40700-000011-2,SINGLE|25-11-40700-000011-2,1,1,0,0,0,kept_canonical
25-11-40700-000012-0,SINGLE|25-11-40700-000012-0,1,1,0,0,0,kept_canonical
25-11-40700-000013-6,SINGLE|25-11-40700-000013-6,1,1,0,0,0,kept_canonical
25-11-40700-000014-8,SINGLE|25-11-40700-000014-8,1,1,0,0,0,kept_canonical
25-11-40702-000001-5,SINGLE|25-11-40702-000001-5,1,1,0,0,0,kept_canonical
25-11-40702-000002-8,SINGLE|25-11-40702-000002-8,1,1,0,0,0,kept_canonical
25-11-40702-000003-1,SINGLE|25-11-40702-000003-1,1,1,0,0,0,kept_canonical
25-11-40702-000004-4,SINGLE|25-11-40702-000004-4,1,1,0,0,0,kept_canonical
25-11-40702-000005-3,SINGLE|25-11-40702-000005-3,1,1,0,0,0,kept_canonical
25-11-40702-000006-6,SINGLE|25-11-40702-000006-6,1,1,0,0,0,kept_canonical
25-11-40705-000001-6,SINGLE|25-11-40705-000001-6,1,1,0,0,0,kept_canonical
25-11-40705-000002-7,SINGLE|25-11-40705-000002-7,1,1,0,0,0,kept_canonical
25-11-40705-000003-4,SINGLE|25-11-40705-000003-4,1,1,0,0,0,kept_canonical
25-11-40705-000004-2,SINGLE|25-11-40705-000004-2,1,1,0,0,0,kept_canonical
25-11-40705-000005-0,SINGLE|25-11-40705-000005-0,1,1,0,0,0,kept_canonical
25-11-40705-000006-9,SINGLE|25-11-40705-000006-9,1,1,0,0,0,kept_canonical
25-11-40705-000007-5,SINGLE|25-11-40705-000007-5,1,1,0,0,1,kept_canonical
25-11-40705-000008-8,SINGLE|25-11-40705-000008-8,1,1,0,0,0,kept_canonical
25-11-40705-000009-1,SINGLE|25-11-40705-000009-1,1,1,0,0,0,kept_canonical
25-11-40705-000010-9,SINGLE|25-11-40705-000010-9,1,1,0,0,1,kept_canonical
25-11-40705-000011-4,SINGLE|25-11-40705-000011-4,1,1,0,0,0,kept_canonical
25-11-40705-000012-3,SINGLE|25-11-40705-000012-3,1,1,0,0,0,kept_canonical
25-11-40705-000013-8,SINGLE|25-11-40705-000013-8,1,1,0,0,0,kept_canonical
25-11-40705-000014-6,SINGLE|25-11-40705-000014-6,1,1,0,0,0,kept_canonical
25-11-40705-000015-1,SINGLE|25-11-40705-000015-1,1,1,0,0,0,kept_canonical
25-11-40705-000016-7,SINGLE|25-11-40705-000016-7,1,1,0,0,0,kept_canonical
25-11-40705-000017-2,SINGLE|25-11-40705-000017-2,1,1,0,0,0,kept_canonical
25-11-40705-000018-0,SINGLE|25-11-40705-000018-0,1,1,0,0,0,kept_canonical
25-11-40705-000019-5,SINGLE|25-11-40705-000019-5,1,1,0,0,1,kept_canonical
25-11-40705-000020-5,SINGLE|25-11-40705-000020-5,1,1,0,0,1,kept_canonical
25-11-40705-000021-8,SINGLE|25-11-40705-000021-8,1,1,0,0,0,kept_canonical
25-11-40705-000022-6,SINGLE|25-11-40705-000022-6,1,1,0,0,1,kept_canonical
25-11-40705-000023-9,SINGLE|25-11-40705-000023-9,1,1,0,0,0,kept_canonical
25-11-40705-000024-7,SINGLE|25-11-40705-000024-7,1,1,0,0,0,kept_canonical
25-11-40705-000025-2,SINGLE|25-11-40705-000025-2,1,1,0,0,1,kept_canonical
25-11-40705-000026-0,SINGLE|25-11-40705-000026-0,1,1,0,0,1,kept_canonical
25-11-40705-000027-1,SINGLE|25-11-40705-000027-1,1,1,0,0,0,kept_canonical
25-11-40705-000028-3,SINGLE|25-11-40705-000028-3,1,1,0,0,1,kept_canonical
25-11-40705-000029-4,SINGLE|25-11-40705-000029-4,1,1,0,0,0,kept_canonical
25-11-40705-000030-2,SINGLE|25-11-40705-000030-2,1,1,0,0,1,kept_canonical
25-11-40705-000031-5,SINGLE|25-11-40705-000031-5,1,1,0,0,0,kept_canonical
25-11-40705-000032-8,SINGLE|25-11-40705-000032-8,1,1,0,0,0,kept_canonical
25-11-40705-000033-1,SINGLE|25-11-40705-000033-1,1,1,0,0,0,kept_canonical
25-11-40705-000034-4,SINGLE|25-11-40705-000034-4,1,1,0,0,0,kept_canonical
25-11-40705-000035-3,SINGLE|25-11-40705-000035-3,1,1,0,0,0,kept_canonical
25-11-40705-000036-6,SINGLE|25-11-40705-000036-6,1,1,0,0,1,kept_canonical
25-11-40705-000037-7,SINGLE|25-11-40705-000037-7,1,1,0,0,0,kept_canonical
25-11-40705-000038-9,SINGLE|25-11-40705-000038-9,1,1,0,0,1,kept_canonical
25-11-40705-000039-0,SINGLE|25-11-40705-000039-0,1,1,0,0,0,kept_canonical
25-11-40705-000040-8,SINGLE|25-11-40705-000040-8,1,1,0,0,0,kept_canonical
